,IdAlumno,CantParcialesDesaprobados,CantFinalesDesaprobados,ExcedeNotasDesaprobadasNoParcNoFin,CantCursosDesaprobados,CantCursos,ExcedeMitadCursosDesaprobados,ProgramaAlu
2379,100064282,0,0,NO,0,7,NO,Psicología
2380,100064291,0,1,NO,0,3,NO,Medicina Humana
2381,100064292,3,0,NO,0,4,NO,Medicina Humana
2382,100064294,2,2,NO,0,3,NO,Medicina Humana
2383,100064295,2,4,NO,1,4,NO,Medicina Humana
2384,100064296,1,1,NO,0,3,NO,Medicina Humana
2385,100064303,3,2,SI,1,5,NO,Marketing y Administración
2386,100064311,0,0,NO,0,3,NO,Medicina Humana
2387,100064316,1,1,SI,1,2,SI,Medicina Humana
2388,100064323,1,1,NO,2,2,SI,Medicina Humana
2389,100064333,4,2,NO,0,5,NO,Medicina Humana
2390,100064336,2,1,NO,0,4,NO,Medicina Humana
2391,100064340,1,0,NO,0,2,NO,Medicina Humana
2392,100064360,0,0,NO,0,6,NO,Ingeniería Agroforestal
2393,100064373,2,3,SI,0,5,NO,Ingeniería Ambiental
2394,100064380,0,1,NO,0,4,NO,Marketing y Administración
2395,100064382,0,0,NO,0,3,NO,Medicina Humana
2396,100064393,0,2,NO,0,7,NO,Medic Veterinaria y Zootecnia
2397,100064534,1,2,NO,1,2,SI,Medicina Humana
2398,100064537,2,1,NO,0,5,NO,Medicina Humana
2399,100064546,0,0,NO,0,1,NO,Medicina Humana
2400,100064548,2,2,NO,1,2,SI,Medicina Humana
2401,100064571,0,0,NO,0,1,NO,Medicina Humana
2402,100064573,0,1,NO,0,3,NO,Medicina Humana
2403,100064626,0,0,NO,0,5,NO,Medic Veterinaria y Zootecnia
2404,100064636,3,1,NO,1,3,NO,Medicina Humana
2405,100064645,0,1,NO,0,4,NO,Psicología
2406,100064650,0,2,NO,0,6,NO,Farmacia y Bioquímica
2407,100064655,2,1,NO,0,8,NO,Medic Veterinaria y Zootecnia
2408,100064658,3,2,SI,0,4,NO,Medicina Humana
2409,100064665,1,0,NO,0,4,NO,Estomatología
2410,100064666,0,0,NO,0,1,NO,Medicina Humana
2411,100064688,2,1,NO,0,4,NO,Medicina Humana
2412,100064689,0,0,NO,0,6,NO,Derecho
2413,100064692,0,1,NO,0,6,NO,Ingeniería Ambiental
2414,100064704,1,1,NO,0,6,NO,Psicología
2415,100064721,3,2,NO,0,3,NO,Medicina Humana
2416,100064733,0,2,NO,0,5,NO,Medicina Humana
2417,100064742,2,2,NO,2,4,SI,Medicina Humana
2418,100064744,4,2,NO,1,6,NO,Biología Marina
2419,100064754,1,2,NO,2,3,SI,Medicina Humana
2420,100064757,3,3,NO,1,4,NO,Medicina Humana
2421,100064759,1,2,NO,1,4,NO,Biología Marina
2422,100064809,1,0,NO,0,3,NO,Obstetricia
2423,100064812,3,1,NO,0,4,NO,Medicina Humana
2424,100064839,1,3,NO,1,5,NO,Medic Veterinaria y Zootecnia
2425,100064845,2,1,SI,1,4,NO,Medicina Humana
2426,100064853,0,1,NO,0,6,NO,Psicología
2427,100064855,0,0,NO,0,2,NO,Medicina Humana
2428,100064876,0,0,NO,0,4,NO,Medic Veterinaria y Zootecnia
2429,100064877,0,1,NO,1,1,SI,Medicina Humana
2430,100064880,2,0,NO,0,6,NO,Derecho
2431,100064895,0,0,NO,0,6,NO,Psicología
2432,100064896,4,5,SI,1,5,NO,Medicina Humana
2433,100064901,0,0,NO,0,3,NO,Medicina Humana
2434,100064910,1,0,NO,0,3,NO,Medicina Humana
2435,100064929,3,3,SI,0,3,NO,Medicina Humana
2436,100064939,0,0,NO,0,1,NO,Medic Veterinaria y Zootecnia
2437,100064942,0,1,NO,0,1,NO,Medicina Humana
2438,100064949,1,2,NO,0,7,NO,Ing. Económica y de Negocios
2439,100064955,0,0,NO,0,1,NO,Medicina Humana
2440,100064960,4,1,NO,0,6,NO,Medic Veterinaria y Zootecnia
2441,100064963,1,3,NO,0,6,NO,Ingeniería Ambiental
2442,100064964,2,1,NO,1,4,NO,Medicina Humana
2443,100064967,3,3,SI,2,4,SI,Medicina Humana
2444,100064983,2,0,NO,0,4,NO,Medicina Humana
2445,100065025,2,2,NO,1,4,NO,Medicina Humana
2446,100065041,3,2,SI,1,4,NO,Medicina Humana
2447,100065047,0,0,NO,0,3,NO,Medicina Humana
2448,100065049,0,1,NO,0,1,NO,Medicina Humana
2449,100065052,0,2,NO,0,3,NO,Medicina Humana
2450,100065053,2,0,NO,0,4,NO,Medicina Humana
2451,100065073,3,4,SI,1,5,NO,Biología Marina
2452,100065079,0,0,NO,0,5,NO,Medicina Humana
2453,100065089,2,2,NO,0,3,NO,Medicina Humana
2454,100065094,0,1,NO,0,6,NO,Biología Marina
2455,100065106,1,1,NO,0,1,NO,Medicina Humana
2456,100065112,1,1,NO,0,2,NO,Medicina Humana
2457,100065120,0,0,NO,0,5,NO,Enfermería
2458,100065122,1,1,NO,0,7,NO,Biología Marina
2459,100065153,1,0,NO,0,2,NO,Estomatología
2460,100065229,1,2,NO,0,4,NO,Estomatología
2461,100065249,0,0,NO,0,1,NO,Medic Veterinaria y Zootecnia
2462,100065254,0,0,NO,0,6,NO,Adm. Negocios Internacionales
2463,100065259,0,1,NO,0,1,NO,Medicina Humana
2464,100065333,2,1,NO,0,5,NO,Medicina Humana
2465,100065335,0,0,NO,0,1,NO,Medic Veterinaria y Zootecnia
2466,100065348,2,2,SI,1,4,NO,Medicina Humana
2467,100065350,0,0,NO,0,2,NO,Psicología
2468,100065356,1,1,NO,0,5,NO,Estomatología
2469,100065357,1,1,NO,0,5,NO,Estomatología
2470,100065359,1,0,NO,0,2,NO,Estomatología
2471,100065360,1,0,NO,0,1,NO,Medicina Humana
2472,100065362,0,1,SI,0,6,NO,Estomatología
2473,100065364,2,1,NO,0,4,NO,Medicina Humana
2474,100065371,1,0,NO,0,2,NO,Estomatología
2475,100065373,1,1,NO,0,7,NO,Adm. Negocios Internacionales
2476,100065374,2,1,NO,0,6,NO,Medicina Humana
2477,100065437,0,0,NO,0,6,NO,Comunicación y Publicidad
2478,100065438,0,0,NO,0,4,NO,Ing. Económica y de Negocios
2479,100065443,1,1,NO,0,4,NO,Medicina Humana
2480,100065446,2,2,NO,1,5,NO,Arquitectura y Urb Ambiental
2481,100065448,1,0,NO,0,7,NO,Psicología
2482,100065451,3,3,NO,0,3,NO,Medicina Humana
2483,100065457,2,1,NO,0,5,NO,Psicología
2484,100065467,0,0,NO,0,4,NO,Medicina Humana
2485,100065471,2,3,SI,0,5,NO,Biología Marina
2486,100065477,3,1,NO,0,5,NO,Enfermería
2487,100065497,0,0,NO,0,1,NO,Medicina Humana
2488,100065510,1,0,NO,0,3,NO,Medicina Humana
2489,100065545,2,1,NO,0,6,NO,Medicina Humana
2490,100065547,3,2,SI,2,4,SI,Medicina Humana
2491,100065589,0,0,NO,0,5,NO,Marketing y Administración
2492,100065592,1,2,NO,1,4,NO,Nutrición y Dietética
2493,100065605,1,1,NO,0,6,NO,Ingeniería Ambiental
2494,100065609,0,0,NO,0,5,NO,Adm. Negocios Internacionales
2495,100065611,3,3,SI,2,5,NO,Medicina Humana
2496,100065612,1,1,NO,0,5,NO,Medicina Humana
2497,100065614,3,4,SI,0,5,NO,Medicina Humana
2498,100065615,2,1,NO,0,5,NO,Medicina Humana
2499,100065617,2,0,NO,0,5,NO,Medicina Humana
2500,100065618,0,1,NO,0,6,NO,Ingeniería Ambiental
2501,100065619,0,0,NO,0,2,NO,Psicología
2502,100065622,0,0,NO,0,4,NO,Medicina Humana
2503,100065623,1,2,NO,0,8,NO,Medicina Humana
2504,100065624,0,2,NO,0,3,NO,Derecho
2505,100065626,1,0,NO,0,3,NO,Medicina Humana
2506,100065627,2,2,NO,0,6,NO,Biología Marina
2507,100065629,3,2,SI,2,4,SI,Medicina Humana
2508,100065631,0,0,NO,0,6,NO,Biología Marina
2509,100065637,3,1,NO,1,3,NO,Medic Veterinaria y Zootecnia
2510,100065657,0,0,NO,0,5,NO,Ing. de Sistemas Empresariales
2511,100065659,2,2,NO,1,3,NO,Medicina Humana
2512,100065660,0,2,NO,0,4,NO,Medicina Humana
2513,100065661,0,0,NO,0,5,NO,Derecho
2514,100065675,0,0,NO,0,5,NO,Comunicación y Publicidad
2515,100065690,0,0,NO,0,6,NO,Ingeniería Agroforestal
2516,100065695,0,0,NO,0,6,NO,Ing. de Sistemas Empresariales
2517,100065697,1,1,NO,1,5,NO,Medicina Humana
2518,100065716,2,1,NO,0,5,NO,Ing. Económica y de Negocios
2519,100065784,2,2,SI,0,3,NO,Medicina Humana
2520,100065790,1,2,NO,0,5,NO,Ingeniería Ambiental
2521,100065791,0,0,NO,0,4,NO,Medicina Humana
2522,100065797,1,1,NO,0,6,NO,Ingeniería Ambiental
2523,100065798,2,1,NO,0,6,NO,Ingeniería Ambiental
2524,100065800,0,0,NO,0,6,NO,Ing. Económica y de Negocios
2525,100065802,1,2,NO,0,5,NO,Arquitectura y Urb Ambiental
2526,100065803,1,0,NO,0,4,NO,Medicina Humana
2527,100065804,1,4,SI,0,9,NO,Medic Veterinaria y Zootecnia
2528,100065806,1,1,NO,1,6,NO,Arquitectura y Urb Ambiental
2529,100065807,0,1,NO,0,4,NO,Medicina Humana
2530,100065811,0,0,NO,0,3,NO,Psicología
2531,100065814,1,0,NO,0,6,NO,Marketing y Administración
2532,100065815,1,1,NO,0,6,NO,Ingeniería Ambiental
2533,100065820,1,0,NO,0,4,NO,Medicina Humana
2534,100065821,2,3,NO,1,4,NO,Medicina Humana
2535,100065822,1,1,NO,0,4,NO,Medicina Humana
2536,100065823,1,0,NO,0,4,NO,Arquitectura y Urb Ambiental
2537,100065825,2,0,NO,0,6,NO,Ingeniería Ambiental
2538,100065827,2,1,SI,0,6,NO,Enfermería
2539,100065829,0,1,NO,0,7,NO,Arquitectura y Urb Ambiental
2540,100065830,0,0,NO,0,4,NO,Arquitectura y Urb Ambiental
2541,100065831,0,0,NO,0,3,NO,Medicina Humana
2542,100065832,2,1,NO,0,2,NO,Medicina Humana
2543,100065836,1,1,NO,0,7,NO,Ingeniería Ambiental
2544,100065839,0,0,NO,0,5,NO,Arquitectura y Urb Ambiental
2545,100065840,1,1,NO,0,5,NO,Medicina Humana
2546,100065841,2,0,NO,0,2,NO,Medicina Humana
2547,100065843,1,2,NO,2,4,SI,Medicina Humana
2548,100065844,2,1,NO,0,5,NO,Medicina Humana
2549,100065845,1,0,NO,0,5,NO,Adm. Negocios Internacionales
2550,100065846,0,0,NO,0,3,NO,Medicina Humana
2551,100065847,2,1,NO,0,3,NO,Medicina Humana
2552,100065851,1,0,NO,0,4,NO,Medicina Humana
2553,100065852,2,2,SI,2,2,SI,Medicina Humana
2554,100065853,4,3,NO,0,5,NO,Medicina Humana
2555,100065855,2,1,NO,0,5,NO,Medicina Humana
2556,100065856,0,0,NO,0,7,NO,Turismo Sostenible y Hotelería
2557,100065858,1,0,NO,0,5,NO,Medicina Humana
2558,100065859,2,1,NO,0,3,NO,Medicina Humana
2559,100065860,1,1,NO,0,7,NO,Derecho
2560,100065863,2,1,SI,2,3,SI,Medicina Humana
2561,100065866,1,1,NO,0,3,NO,Medicina Humana
2562,100065867,1,0,NO,0,4,NO,Medicina Humana
2563,100065868,2,2,NO,1,4,NO,Medicina Humana
2564,100065870,1,0,NO,0,2,NO,Medicina Humana
2565,100065871,1,2,NO,0,4,NO,Medicina Humana
2566,100065872,3,3,SI,3,3,SI,Medicina Humana
2567,100065874,0,2,NO,0,2,NO,Medicina Humana
2568,100065875,0,0,NO,0,1,NO,Medicina Humana
2569,100065876,2,1,NO,0,4,NO,Ingeniería Ambiental
2570,100065877,2,1,NO,1,4,NO,Medicina Humana
2571,100065878,0,0,NO,0,4,NO,Nutrición y Dietética
2572,100065879,0,0,NO,0,6,NO,Ing. de Sistemas Empresariales
2573,100065880,0,0,NO,0,4,NO,Ingeniería Agroforestal
2574,100065881,1,0,NO,0,5,NO,Medicina Humana
2575,100065882,1,0,NO,0,3,NO,Medicina Humana
2576,100065885,1,1,NO,0,5,NO,Medicina Humana
2577,100065887,1,1,NO,1,4,NO,Medicina Humana
2578,100065889,1,0,SI,0,4,NO,Arquitectura y Urb Ambiental
2579,100065890,0,0,NO,0,5,NO,Ing. Económica y de Negocios
2580,100065891,0,1,NO,0,3,NO,Medicina Humana
2581,100065892,2,2,SI,2,5,NO,Administracion de Empresas
2582,100065894,1,1,NO,0,3,NO,Medicina Humana
2583,100065896,1,1,NO,1,4,NO,Medicina Humana
2584,100065897,2,3,NO,1,4,NO,Medicina Humana
2585,100065899,1,1,NO,0,3,NO,Estomatología
2586,100065900,0,0,NO,0,5,NO,Ing. de Sistemas Empresariales
2587,100065901,1,0,NO,0,6,NO,Medicina Humana
2588,100065902,0,1,NO,0,5,NO,Ing. de Sistemas Empresariales
2589,100065903,2,1,NO,0,6,NO,Ingeniería Ambiental
2590,100065904,0,0,NO,0,5,NO,Ing. de Sistemas Empresariales
2591,100065926,2,3,NO,0,6,NO,Biología Marina
2592,100065942,1,1,NO,0,4,NO,Medicina Humana
2593,100065963,0,0,NO,0,5,NO,Adm. Negocios Internacionales
2594,100065966,3,1,SI,1,3,NO,Medicina Humana
2595,100065969,1,1,NO,1,4,NO,Medicina Humana
2596,100065975,0,0,NO,0,7,NO,Adm. Negocios Internacionales
2597,100065977,3,4,NO,0,6,NO,Medicina Humana
2598,100066004,1,0,NO,0,4,NO,Medicina Humana
2599,100066014,0,1,NO,0,7,NO,Psicología
2600,100066040,3,0,NO,0,5,NO,Medicina Humana
2601,100066063,1,3,NO,0,7,NO,Ingeniería Ambiental
2602,100066073,1,0,NO,0,4,NO,Medicina Humana
2603,100066163,1,0,NO,0,2,NO,Medicina Humana
2604,100066174,0,0,NO,0,4,NO,Medicina Humana
2605,100066180,0,0,NO,0,3,NO,Obstetricia
2606,100066182,1,1,NO,0,3,NO,Medicina Humana
2607,100066186,1,1,NO,0,4,NO,Psicología
2608,100066212,0,1,NO,0,5,NO,Medicina Humana
2609,100066214,1,0,NO,0,4,NO,Arquitectura y Urb Ambiental
2610,100066220,1,1,NO,0,4,NO,Ingeniería Ambiental
2611,100066221,1,0,NO,0,4,NO,Arquitectura y Urb Ambiental
2612,100066229,0,0,NO,0,3,NO,Arquitectura y Urb Ambiental
2613,100066231,1,0,NO,0,5,NO,Farmacia y Bioquímica
2614,100066232,3,2,NO,1,4,NO,Medicina Humana
2615,100066233,1,0,NO,0,6,NO,Ing. Económica y de Negocios
2616,100066235,1,2,NO,0,4,NO,Medicina Humana
2617,100066236,0,1,NO,0,3,NO,Nutrición y Dietética
2618,100066238,1,0,NO,0,5,NO,Ing. de Sistemas Empresariales
2619,100066239,1,2,NO,0,2,NO,Medicina Humana
2620,100066240,0,1,NO,0,6,NO,Turismo Sostenible y Hotelería
2621,100066244,0,0,NO,0,7,NO,Ing. de Sistemas Empresariales
2622,100066245,1,0,NO,0,7,NO,Derecho
2623,100066247,0,0,NO,0,6,NO,Derecho
2624,100066249,0,0,NO,0,3,NO,Obstetricia
2625,100066253,0,0,NO,0,5,NO,Ing. de Sistemas Empresariales
2626,100066254,0,1,NO,0,5,NO,Ingeniería Ambiental
2627,100066255,1,1,NO,0,8,NO,Turismo Sostenible y Hotelería
2628,100066257,2,1,NO,0,6,NO,Ingeniería Ambiental
2629,100066258,0,0,NO,0,6,NO,Derecho
2630,100066259,1,1,NO,0,3,NO,Arquitectura y Urb Ambiental
2631,100066262,0,1,NO,0,2,NO,Medicina Humana
2632,100066264,2,0,NO,1,3,NO,Medicina Humana
2633,100066266,0,0,NO,0,4,NO,Ing. de Sistemas Empresariales
2634,100066267,0,0,NO,0,4,NO,Ing. de Sistemas Empresariales
2635,100066268,2,1,NO,0,5,NO,Medicina Humana
2636,100066270,1,0,NO,0,4,NO,Medicina Humana
2637,100066272,1,1,NO,1,4,NO,Medicina Humana
2638,100066273,1,2,NO,0,4,NO,Medicina Humana
2639,100066274,0,1,NO,0,5,NO,Medicina Humana
2640,100066276,1,2,NO,0,4,NO,Medicina Humana
2641,100066277,2,1,NO,0,3,NO,Medicina Humana
2642,100066280,2,2,NO,0,4,NO,Medicina Humana
2643,100066282,3,4,NO,2,7,NO,Medic Veterinaria y Zootecnia
2644,100066283,0,1,NO,0,5,NO,Medicina Humana
2645,100066285,2,2,NO,1,2,SI,Medicina Humana
2646,100066288,0,2,NO,0,7,NO,Nutrición y Dietética
2647,100066289,2,2,NO,0,4,NO,Medicina Humana
2648,100066290,0,0,NO,0,6,NO,Ing. de Sistemas Empresariales
2649,100066293,1,1,NO,1,2,SI,Medicina Humana
2650,100066294,2,3,SI,1,3,NO,Administracion de Empresas
2651,100066295,0,1,NO,0,4,NO,Turismo Sostenible y Hotelería
2652,100066299,1,2,NO,0,4,NO,Medicina Humana
2653,100066329,1,0,NO,0,1,NO,Ingeniería Ambiental
2654,100066340,1,2,NO,0,4,NO,Medicina Humana
2655,100066353,4,4,NO,2,7,NO,Medic Veterinaria y Zootecnia
2656,100066380,3,2,NO,1,4,NO,Medic Veterinaria y Zootecnia
2657,100066382,1,1,NO,1,1,SI,Medicina Humana
2658,100066407,2,3,NO,1,4,NO,Medic Veterinaria y Zootecnia
2659,100066446,1,1,NO,0,4,NO,Estomatología
2660,100066452,0,2,NO,0,7,NO,Medic Veterinaria y Zootecnia
2661,100066460,0,0,NO,0,6,NO,Marketing y Administración
2662,100066466,1,0,NO,0,6,NO,Medicina Humana
2663,100066468,1,0,NO,0,6,NO,Administracion de Empresas
2664,100066489,2,3,NO,0,7,NO,Psicología
2665,100066491,2,0,NO,0,6,NO,Turismo Sostenible y Hotelería
2666,100066520,2,0,NO,0,5,NO,Marketing y Administración
2667,100066538,3,2,NO,1,5,NO,Medicina Humana
2668,100066539,2,1,NO,0,6,NO,Ingeniería Ambiental
2669,100066542,1,0,NO,0,7,NO,Ing. de Sistemas Empresariales
2670,100066543,0,0,NO,0,5,NO,Arquitectura y Urb Ambiental
2671,100066545,0,1,NO,0,6,NO,Nutrición y Dietética
2672,100066546,0,0,NO,0,6,NO,Ing. de Sistemas Empresariales
2673,100066548,0,0,NO,0,5,NO,Arquitectura y Urb Ambiental
2674,100066550,0,0,NO,0,7,NO,Derecho
2675,100066552,1,0,NO,0,4,NO,Medicina Humana
2676,100066553,0,0,NO,0,6,NO,Adm. Negocios Internacionales
2677,100066556,1,3,NO,0,4,NO,Medicina Humana
2678,100066558,1,2,NO,0,4,NO,Medicina Humana
2679,100066561,3,2,NO,1,3,NO,Medicina Humana
2680,100066563,3,3,NO,0,6,NO,Medicina Humana
2681,100066566,0,1,NO,0,3,NO,Medicina Humana
2682,100066570,1,0,NO,0,4,NO,Medicina Humana
2683,100066572,2,1,NO,0,5,NO,Medicina Humana
2684,100066574,0,0,NO,0,7,NO,Marketing y Administración
2685,100066576,0,0,NO,0,6,NO,Ing. Económica y de Negocios
2686,100066578,0,0,NO,0,4,NO,Administracion de Empresas
2687,100066580,1,0,NO,0,4,NO,Medicina Humana
2688,100066585,0,0,NO,0,6,NO,Administracion de Empresas
2689,100066587,0,0,NO,0,5,NO,Administracion de Empresas
2690,100066591,0,1,NO,0,6,NO,Administracion de Empresas
2691,100066594,0,0,NO,0,6,NO,Administracion de Empresas
2692,100066596,0,2,NO,0,6,NO,Administracion de Empresas
2693,100066598,0,0,NO,0,5,NO,Ing. de Sistemas Empresariales
2694,100066599,0,0,NO,0,6,NO,Administracion de Empresas
2695,100066601,0,0,NO,0,3,NO,Ing. de Sistemas Empresariales
2696,100066605,0,0,NO,0,4,NO,Administracion de Empresas
2697,100066606,2,2,NO,1,5,NO,Ing. de Sistemas Empresariales
2698,100066610,0,0,NO,0,5,NO,Ing. de Sistemas Empresariales
2699,100066611,0,0,NO,0,5,NO,Administracion de Empresas
2700,100066615,0,0,NO,0,6,NO,Administracion de Empresas
2701,100066649,0,1,NO,0,5,NO,Adm. Negocios Internacionales
2702,100066655,0,0,NO,0,5,NO,Ing. Económica y de Negocios
2703,100066657,0,0,NO,0,6,NO,Adm. Negocios Internacionales
2704,100066658,0,0,NO,0,5,NO,Ing. Económica y de Negocios
2705,100066662,1,2,NO,0,7,NO,Ing. Económica y de Negocios
2706,100066663,0,0,NO,0,6,NO,Adm. Negocios Internacionales
2707,100066664,0,0,NO,0,5,NO,Ing. Económica y de Negocios
2708,100066666,3,1,NO,0,7,NO,Ing. Económica y de Negocios
2709,100066667,1,1,NO,0,2,NO,Medic Veterinaria y Zootecnia
2710,100066669,0,0,NO,0,6,NO,Ing. Económica y de Negocios
2711,100066670,0,0,NO,0,4,NO,Arquitectura y Urb Ambiental
2712,100066671,1,0,NO,0,5,NO,Ing. Económica y de Negocios
2713,100066673,2,1,NO,0,5,NO,Arquitectura y Urb Ambiental
2714,100066676,0,1,NO,0,5,NO,Arquitectura y Urb Ambiental
2715,100066678,1,0,NO,0,6,NO,Ing. Económica y de Negocios
2716,100066679,1,1,NO,0,4,NO,Arquitectura y Urb Ambiental
2717,100066680,0,1,NO,0,5,NO,Ing. Económica y de Negocios
2718,100066682,0,0,NO,0,4,NO,Arquitectura y Urb Ambiental
2719,100066683,0,0,NO,0,4,NO,Arquitectura y Urb Ambiental
2720,100066685,0,0,NO,0,7,NO,Marketing y Administración
2721,100066686,0,0,NO,0,6,NO,Marketing y Administración
2722,100066688,0,0,NO,0,4,NO,Arquitectura y Urb Ambiental
2723,100066690,2,0,NO,0,6,NO,Arquitectura y Urb Ambiental
2724,100066691,0,0,NO,0,5,NO,Marketing y Administración
2725,100066695,0,1,NO,0,5,NO,Arquitectura y Urb Ambiental
2726,100066696,1,0,NO,0,3,NO,Arquitectura y Urb Ambiental
2727,100066701,1,2,NO,0,6,NO,Arquitectura y Urb Ambiental
2728,100066706,1,2,NO,0,5,NO,Arquitectura y Urb Ambiental
2729,100066711,0,0,NO,0,4,NO,Arquitectura y Urb Ambiental
2730,100066715,1,1,NO,1,1,SI,Medic Veterinaria y Zootecnia
2731,100066718,0,2,NO,0,5,NO,Arquitectura y Urb Ambiental
2732,100066719,0,0,NO,0,6,NO,Artes Escénicas
2733,100066721,0,0,NO,0,5,NO,Nutrición y Dietética
2734,100066723,0,0,NO,0,2,NO,Nutrición y Dietética
2735,100066725,3,1,NO,0,6,NO,Biología Marina
2736,100066726,0,0,NO,0,2,NO,Nutrición y Dietética
2737,100066727,2,2,NO,0,4,NO,Biología Marina
2738,100066728,3,1,NO,0,6,NO,Biología Marina
2739,100066730,0,0,NO,0,7,NO,Derecho
2740,100066734,0,0,NO,0,6,NO,Derecho
2741,100066735,0,1,NO,0,3,NO,Medicina Humana
2742,100066736,1,1,NO,1,4,NO,Medicina Humana
2743,100066738,0,1,NO,0,7,NO,Derecho
2744,100066739,4,3,NO,0,7,NO,Derecho
2745,100066740,0,0,NO,0,2,NO,Medicina Humana
2746,100066743,1,0,NO,0,3,NO,Medicina Humana
2747,100066745,4,2,NO,2,6,NO,Derecho
2748,100066746,3,3,NO,0,4,NO,Medicina Humana
2749,100066748,1,2,NO,0,4,NO,Medicina Humana
2750,100066750,0,0,NO,0,2,NO,Psicología
2751,100066752,1,1,NO,0,3,NO,Medicina Humana
2752,100066753,0,1,NO,0,3,NO,Medicina Humana
2753,100066755,1,3,NO,0,6,NO,Derecho
2754,100066756,2,1,NO,1,5,NO,Medicina Humana
2755,100066757,3,5,NO,0,7,NO,Psicología
2756,100066759,1,1,NO,1,2,SI,Medicina Humana
2757,100066761,1,2,NO,0,2,NO,Medicina Humana
2758,100066762,1,1,NO,0,4,NO,Derecho
2759,100066763,2,1,NO,0,4,NO,Medicina Humana
2760,100066764,3,0,NO,1,4,NO,Medicina Humana
2761,100066766,1,1,NO,1,4,NO,Medicina Humana
2762,100066767,0,1,NO,0,4,NO,Medicina Humana
2763,100066768,2,0,NO,0,5,NO,Medicina Humana
2764,100066773,2,1,NO,0,3,NO,Medicina Humana
2765,100066774,2,3,NO,0,4,NO,Medicina Humana
2766,100066775,0,0,NO,0,1,NO,Psicología
2767,100066776,0,0,NO,0,5,NO,Estomatología
2768,100066777,3,3,NO,1,4,NO,Medicina Humana
2769,100066778,0,0,NO,0,4,NO,Medicina Humana
2770,100066780,0,1,NO,0,2,NO,Psicología
2771,100066781,2,3,NO,0,4,NO,Medicina Humana
2772,100066782,0,0,NO,0,3,NO,Psicología
2773,100066783,1,3,NO,0,5,NO,Farmacia y Bioquímica
2774,100066784,2,2,NO,0,5,NO,Medicina Humana
2775,100066785,1,1,NO,0,4,NO,Medicina Humana
2776,100066786,1,1,NO,0,6,NO,Psicología
2777,100066787,1,2,NO,0,3,NO,Medicina Humana
2778,100066790,3,5,SI,3,5,SI,Medicina Humana
2779,100066791,0,0,NO,0,2,NO,Psicología
2780,100066792,1,2,NO,0,6,NO,Ingeniería Ambiental
2781,100066794,0,0,NO,0,2,NO,Psicología
2782,100066795,1,2,NO,0,5,NO,Medicina Humana
2783,100066797,2,0,NO,0,4,NO,Medicina Humana
2784,100066798,0,0,NO,0,7,NO,Turismo Sostenible y Hotelería
2785,100066799,0,0,NO,0,5,NO,Ingeniería Ambiental
2786,100066801,0,0,NO,0,6,NO,Turismo Sostenible y Hotelería
2787,100066803,1,2,NO,0,6,NO,Ingeniería Ambiental
2788,100066804,0,0,NO,0,6,NO,Turismo Sostenible y Hotelería
2789,100066805,2,3,SI,2,3,SI,Medicina Humana
2790,100066806,1,1,NO,0,4,NO,Medicina Humana
2791,100066808,3,2,NO,0,5,NO,Medicina Humana
2792,100066810,1,1,NO,0,5,NO,Ingeniería Ambiental
2793,100066812,2,0,NO,0,4,NO,Ingeniería Ambiental
2794,100066814,1,1,NO,0,6,NO,Ingeniería Ambiental
2795,100066815,1,2,NO,0,6,NO,Ingeniería Ambiental
2796,100066817,0,0,NO,0,1,NO,Ingeniería Ambiental
2797,100066818,4,5,SI,4,6,SI,Ingeniería Ambiental
2798,100066820,1,0,NO,0,7,NO,Ingeniería Ambiental
2799,100066821,1,1,NO,0,6,NO,Ingeniería Ambiental
2800,100066823,1,1,NO,0,4,NO,Medicina Humana
2801,100066828,3,3,SI,3,3,SI,Medicina Humana
2802,100066829,0,1,NO,0,4,NO,Medicina Humana
2803,100066830,3,3,NO,1,5,NO,Medicina Humana
2804,100066831,1,0,NO,0,3,NO,Medicina Humana
2805,100066834,2,3,NO,1,4,NO,Medicina Humana
2806,100066835,2,0,SI,0,4,NO,Medicina Humana
2807,100066837,1,1,NO,0,4,NO,Medicina Humana
2808,100066838,1,1,NO,0,5,NO,Medicina Humana
2809,100066839,1,0,NO,0,4,NO,Medicina Humana
2810,100066840,1,1,NO,0,4,NO,Medicina Humana
2811,100066842,1,2,NO,0,5,NO,Medicina Humana
2812,100066844,1,1,NO,1,4,NO,Medicina Humana
2813,100066846,2,1,NO,1,4,NO,Medicina Humana
2814,100066847,2,1,NO,1,4,NO,Medicina Humana
2815,100066850,1,0,NO,0,4,NO,Medicina Humana
2816,100066851,1,1,NO,1,5,NO,Medicina Humana
2817,100066852,3,2,NO,0,4,NO,Medicina Humana
2818,100066854,1,1,NO,0,4,NO,Medicina Humana
2819,100066858,1,1,NO,0,3,NO,Medicina Humana
2820,100066859,1,1,NO,1,1,SI,Medicina Humana
2821,100066860,1,2,NO,0,5,NO,Medicina Humana
2822,100066861,1,1,NO,0,4,NO,Medicina Humana
2823,100066862,1,1,NO,0,4,NO,Medicina Humana
2824,100066863,1,1,NO,1,5,NO,Medicina Humana
2825,100066865,2,2,SI,2,2,SI,Medicina Humana
2826,100066866,1,2,NO,0,4,NO,Medicina Humana
2827,100066867,1,2,NO,0,3,NO,Medicina Humana
2828,100066868,1,1,NO,0,3,NO,Medicina Humana
2829,100066869,0,2,NO,0,5,NO,Medicina Humana
